ref_id,txn_type,msg_id,mti,blr_category,response_code,payment_channel,cou_id,bou_id,bou_status,cust_mobile_num,tran_ref_id,blr_id,agent_id,last_upd_host,last_upd_port,last_upd_site_cd,crtn_ts,settlement_cycle_id,complaince_cd,complaince_reason,mandatory_cust_params,initiating_ai,txn_amount,on_us,payment_mode
REFY0SEW5L0JJ0QKIFNZSRWF6OLLU4RXUGOT4G,FETCH,MSGWUQY8JKSBB4BF0XOH4SZEHP7VLBVWLBF4O9,FETCH,Loan,000,Branch,PP01,KM11,SUCCESS,9829663775,PP01TRNJ9JKKEVU,KOTA0000ONATED,PP01AGT9871,127.0.0.1,9090,SITE0,2025-01-21 00:09:11,SCYCLE475,,,,PP01,538.13,Y,AEPS
REFEUW8VZPJ9UVIEM4AVVQMVNGRP7ROMDISVLP,FETCH,MSGXFESBLRIT0PDLHHHDO7UBLSXPZV1SETFX8X,FETCH,Electicity,000,Agent,HD01,I021,SUCCESS,9681562764,HD01TRNDUWGCWIK,TNEB00000IND01,HD01AGT2165,127.0.0.1,9090,SITE1,2025-01-06 09:37:06,SCYCLE770,,,,HD01,346.04,N,Credit_Card
REFWM88KSR8MNTD2WDVSIVLYSFYSZJM1CFH8MH,FETCH,MSGDOXHUKQCED702DQDKCZBQOCCKUOU7NERPHA,FETCH,Electicity,200,Branch,IC01,I021,FAILURE,9605456204,IC01TRNISQVN2HP,TNEB00000IND01,IC01AGT8808,127.0.0.1,9090,SITE1,2025-02-14 13:20:32,SCYCLE603,BPR005,Payment cannot be processed,,IC01,415.42,Y,Debit_Card
REFSA6ESC51AQBWCMNYNYNW21YA1AKYEFZWX1H,FETCH,MSGDUQQOAYKPLT37PEKKQPPE5E0O1OUZGPTVKI,FETCH,Electicity,200,POS,HD01,I021,FAILURE,9228270233,HD01TRNYSWW88QQ,TNEB00000IND01,HD01AGT9997,127.0.0.1,9090,SITE1,2024-12-28 22:00:18,SCYCLE835,BPR005,Payment cannot be processed,,HD01,569.71,N,Wallet
REFP0NLAMCS8HLHIX5KXLKAVJ8O8NEKOJ7WGX8,FETCH,MSGJLI44IKGEP26GYYOXZ1DTFMCIRMNMEMKKHJ,FETCH,Mobile,000,Internet,HD01,EU51,SUCCESS,9671080182,HD01TRNADMYCJBD,VIDEOCONONATO1,HD01AGT5813,127.0.0.1,9090,SITE0,2025-01-19 21:00:51,SCYCLE579,,,,HD01,685.82,Y,Wallet
REFWX39ZS93707P8YJK5NGUREQCLS1UQABZVDG,FETCH,MSG2TC0L0TQL1EKU1SSVKGOCHHUWDQAPGNCEWH,FETCH,Utility,200,Internet,GP01,BA01,FAILURE,9728560986,GP01TRN8A4DGRVF,MUTHOOOOONATBO,GP01AGT3125,127.0.0.1,9090,SITE0,2024-12-06 23:19:17,SCYCLE470,BPR005,Payment cannot be processed,,GP01,982.46,N,IMPS
REFJW8QC83QCI0X1WNZRGXJAV8NIVT5PEYFFUU,FETCH,MSG5EVW4BSEA2XJFEQV1HSILZR6PR05V4XHQAF,FETCH,Credit Card,000,Branch,HD01,SB51,SUCCESS,9298359281,HD01TRNL94QVLGC,SBIC00000NATDN,HD01AGT9981,127.0.0.1,9090,SITE0,2024-09-18 11:33:37,SCYCLE125,,,,HD01,147.16,Y,AEPS
REF2D2LZ2SRZ54XP81AQI47F8NUNWGMJPFNJQP,FETCH,MSG0VKG1WSWSHI9O9WWNAOZVD8XR023BWYU0R7,FETCH,IIFLOOOOONATD9,200,POS,JH01,AX91,FAILURE,9621332380,JH01TRNCWZYDUR6,IIFLOOOOONATD9,JH01AGT1378,127.0.0.1,9090,SITE0,2024-11-17 19:01:56,SCYCLE465,BPR005,Payment cannot be processed,,JH01,614.41,Y,Credit_Card
REFVN6XBMSAN7O76FLM7FWM6N1FSN8MXLJ3LIO,FETCH,MSGWKTMA8BXWRXVKYWROOFPFVXKBUJTIKNEZZ2,FETCH,Loan,200,Mobile,IC01,KM11,FAILURE,9410235804,IC01TRN9W3ZDNVC,KOTA0000ONATED,IC01AGT1472,127.0.0.1,9090,SITE1,2024-12-21 03:11:06,SCYCLE542,BPR005,Payment cannot be processed,,IC01,536.25,Y,IMPS
REFS9FQK3VMFITUFQTAOAFKFFEWNOAKRLBDV0T,FETCH,MSGFNHH5PF7NJ3WDUEPWYELYPQBKUYAZKCDTDM,FETCH,Utility,000,ATM,EU01,BA01,SUCCESS,9140078128,EU01TRNKPPMYAT8,MUTHOOOOONATBO,EU01AGT4789,127.0.0.1,9090,SITE1,2025-02-16 09:39:49,SCYCLE158,,,,EU01,367.32,N,AEPS
REFMBDBPQ3YGPWFZBNEISYCNLHQXIRRNK33N6N,FETCH,MSGZJ5U3A251MKHSRR7BRUFU3MC3JKG5MFRIBY,FETCH,Electicity,001,Mobile,IC01,I021,FAILURE,9623050890,IC01TRNH3JU2GM5,TNEB00000IND01,IC01AGT5412,127.0.0.1,9090,SITE1,2025-01-30 05:52:22,SCYCLE136,BOU005,Unable to connect to BOU,,IC01,631.75,N,IMPS
REFSRCEB2V5R5LTVS1O7OSOO4XYY6SKDNHDWES,FETCH,MSGOOIQYMAVGGCDIARZE5LYLT1HX9VO6BKT53O,FETCH,Electicity,001,Internet,MK01,I021,FAILURE,9383674386,MK01TRN6EUMMGAZ,TNEB00000IND01,MK01AGT5800,127.0.0.1,9090,SITE1,2024-11-06 02:42:11,SCYCLE471,BOU005,Unable to connect to BOU,,MK01,464.61,N,AEPS
REFEWRCUDLDIIWK95QG1EVEF4AAEIRPCGOCIDC,FETCH,MSGMT8O5EVHDRHLWEPJ3D9DIVS1ANZGWUYYUYW,FETCH,IIFLOOOOONATD9,200,Branch,IC01,AX91,FAILURE,9809672315,IC01TRNEG7TO95H,IIFLOOOOONATD9,IC01AGT3218,127.0.0.1,9090,SITE1,2024-12-30 00:52:37,SCYCLE437,BPR005,Payment cannot be processed,,IC01,652.13,Y,Net_Banking
REFFKO8RPWTPNGHDKGVXFF2BLSBDOGQT3OQB1F,FETCH,MSGYRQLGALGCB906JUDN6O0BAHTWTFOYEHP4RY,FETCH,Water,200,POS,KV01,PU51,FAILURE,9619369978,KV01TRNWYKQURUH,SURYOOOOONATLE,KV01AGT3160,127.0.0.1,9090,SITE0,2025-02-21 21:44:39,SCYCLE325,BPR005,Payment cannot be processed,,KV01,847.92,Y,IMPS
REFM6ACYHWGTWYSCUZL3KAMGIATDWIIBP0IAU1,FETCH,MSGH5ZOKSWUR6P5MGHXEUZ021K5ZD6QH566MUV,FETCH,Loan,000,Internet,BD01,KM11,SUCCESS,9206006925,BD01TRNUU4WTLZV,KOTA0000ONATED,BD01AGT5248,127.0.0.1,9090,SITE0,2025-02-02 07:24:05,SCYCLE470,,,,BD01,537.79,Y,IMPS
REFK8G50ET5BKTY9WB4QFCTKFLECLFIVTKKZUG,FETCH,MSGVUCIGJRYFDTJJ8UIGS8UQSBYOVCTN1LDCX1,FETCH,Loan,000,Agent,BD01,KM11,SUCCESS,9225278813,BD01TRNGGEANQBD,KOTA0000ONATED,BD01AGT2358,127.0.0.1,9090,SITE0,2025-01-02 14:38:37,SCYCLE106,,,,BD01,959.94,N,Debit_Card
REFFABVIYWYP5PH7HDQOPMW7JJX1JBFUQ6D1QS,FETCH,MSGLLNA99LSVYIJZIIOPAPQ7J9FIM7BVN3PLBP,FETCH,Electicity,000,Mobile,KV01,I021,SUCCESS,9937688146,KV01TRNAEHCUTWS,TNEB00000IND01,KV01AGT7833,127.0.0.1,9090,SITE0,2024-10-10 04:16:14,SCYCLE851,,,,KV01,337.03,N,Debit_Card
